galaxy_id,ra_deg,dec_deg,z,m_app,band
fake-00000,32.55866171428779,28.188907002334165,0.01876110100369656,15.589552641209139,r
fake-00001,322.9320236027851,29.074684885897476,0.035718375057593205,15.51682132593073,r
fake-00002,10.439821153608992,-12.706305270725684,0.03702736702929397,15.674277516818826,r
fake-00003,86.69810089481294,14.02520984627497,0.037136606525340024,15.62062138214073,r
fake-00004,51.4878750599886,14.999012276116117,0.046673223135847895,15.944906380178335,r
fake-00005,279.6364586491987,-9.210428321217073,0.054520941849653934,16.435849281958593,r
fake-00006,71.35352179664324,-22.567813508146738,0.059520866895652044,16.046517557140955,r
fake-00007,327.8297617671187,-27.543182382856813,0.06212648128680224,16.27673000694812,r
fake-00008,236.25685415789644,16.640587651750714,0.06344363707687149,15.35206855336005,r
fake-00009,13.018575778090637,-0.6180154909856461,0.07938026260998855,16.264122198346048,r
fake-00010,1.9547402863321661,29.13241016969557,0.08594253476396863,16.068394289448463,r
fake-00011,18.596850125183614,-2.1015926283808173,0.1084486999077019,16.201104108744886,r
fake-00012,218.13306395318196,28.675018744430414,0.110488742156468,16.343007493241185,r
fake-00013,288.5334519093895,-5.305439868356407,0.11430340398616018,16.575289975543914,r
fake-00014,85.87901542585985,17.620929033598355,0.11715695432301368,17.04368748620109,r
fake-00015,305.78718345230624,-24.910843661290077,0.12207104398630293,16.311233572685676,r
fake-00016,20.60349845517374,3.3277026082658345,0.12241533499320316,16.789820628564502,r
fake-00017,288.34698731100343,18.123587219143452,0.12470524496266415,16.63364660809952,r
fake-00018,334.00635486202094,25.48210003319332,0.13304953158983646,16.774072789390623,r
fake-00019,277.959023677577,19.354985437045897,0.1382117256875169,17.291336556051437,r
fake-00020,251.3234822323094,-27.781756367929546,0.1392051319511778,17.1385278197845,r
fake-00021,301.6728787159379,-7.637859521595949,0.14629078750780838,17.48723953700004,r
fake-00022,14.454467836943913,-27.078091661168923,0.15042702352341322,17.004502227110738,r
fake-00023,72.64155985885994,-23.44306253312652,0.15608193956966837,16.867957657878367,r
fake-00024,44.97252455003151,10.518337720049047,0.16245522288389957,17.091610559540957,r
fake-00025,181.63115646947514,12.79549177870189,0.16460659134921124,17.274264451105562,r
fake-00026,268.267726198384,16.423240965097577,0.17630545549507867,17.35438256839901,r
fake-00027,226.80426404750352,21.92739288333977,0.17635842777191235,16.913504145234853,r
fake-00028,306.4071959142966,14.365888108590593,0.17689641590834682,17.329359088374137,r
fake-00029,55.87667727879272,18.052295526397923,0.1819837847505958,17.4211124542854,r
fake-00030,264.46359309665814,-27.062177410603244,0.1912514022286704,18.299850593940214,r
fake-00031,69.49493671280547,-15.927890973522086,0.1924083367831479,18.085145512216048,r
fake-00032,97.47315047440809,7.313866402514746,0.1936044955603819,17.13941614609369,r
fake-00033,255.5656910212694,21.48751827748939,0.2019134170499861,17.40455221593107,r
fake-00034,352.87372256352546,-29.72999250362045,0.2058833029226016,17.024384335028724,r
fake-00035,220.15569815174504,0.8777605269809885,0.20869777469016765,17.351912330133686,r
fake-00036,19.620113396866415,10.637243961863831,0.21300563255889446,17.702545297990156,r
fake-00037,221.87122917391181,-28.223562652283206,0.22035961169768573,18.070217973380316,r
fake-00038,15.246198568860155,-5.918666546796725,0.22332928670770952,17.41530052145709,r
fake-00039,318.2924560920542,23.73809288302181,0.23547091731029995,17.530810058219245,r
fake-00040,255.44818263622346,10.296768531351523,0.2416200623438414,17.05228612312066,r
fake-00041,62.32602471210116,-15.740498198364161,0.24375725220034214,17.76205027075003,r
fake-00042,33.019562096711304,21.16686777791476,0.2478907609453789,17.476184616099825,r
fake-00043,66.07196239691483,-9.118114595429141,0.25081240410632405,17.683062784614,r
fake-00044,352.8097846395093,21.200680268643566,0.26535576065523975,17.660402206553066,r
fake-00045,165.08183128505632,-12.063380932865668,0.2800221253705521,18.030420517827277,r
fake-00046,282.2691414029069,5.419215052988939,0.2804140789238845,17.450727943858567,r
fake-00047,229.10700315879967,-6.183595935129955,0.28395464916490815,17.575124984825862,r
fake-00048,206.06873398510945,-13.510496954695979,0.2883879881797555,18.861923530206145,r
fake-00049,52.24689167941789,23.193453730312154,0.29675498425676483,17.718303360938197,r
fake-00050,340.5688032809142,-18.74437908363052,0.31459845777544726,17.893001930316252,r
fake-00051,108.48334770529846,-24.911304525854213,0.322328013948209,18.965216237344166,r
fake-00052,208.08619769071518,-9.484383687260378,0.3263852541368283,19.362597635777924,r
fake-00053,251.9193400520638,13.058348858494053,0.32770103907935333,17.94336054982717,r
fake-00054,233.7239358883112,18.445896358576903,0.33396745859573923,18.260344154504644,r
fake-00055,338.61398749038665,29.92460220400589,0.34466820276841986,18.56883131758148,r
fake-00056,53.438036371220875,-12.218276579330105,0.34484683150617584,19.055321912258847,r
fake-00057,183.00698584089915,-5.52348293212307,0.35311044367699046,18.150309326757043,r
fake-00058,145.45238066667574,-21.790723318222422,0.35619222738674117,18.426604297725262,r
fake-00059,170.70074261374253,4.492315777382014,0.3593765717423535,18.801706848082123,r
fake-00060,42.918309431188064,29.854802235775033,0.36879938608597307,18.732011321983656,r
fake-00061,48.27405955419552,12.052860607239511,0.3717006166945085,18.463453492267554,r
fake-00062,100.10719648125266,5.712770424802304,0.37408838273927647,18.560766649939897,r
fake-00063,109.69365735389927,-6.45785442469236,0.3792851707511128,18.153383572686614,r
fake-00064,154.045156925286,24.91792561713329,0.38171630324462885,18.563768377390694,r
fake-00065,219.95551693318617,-0.1850042321790335,0.38595557167864364,18.575603135930262,r
fake-00066,228.4664822705747,-21.93798520121631,0.38739528245903126,18.757430118990438,r
fake-00067,148.2519227708053,-8.077292208051992,0.3977321761844008,18.533850795904637,r
fake-00068,147.16191939433097,-25.969999869133986,0.4025348426760145,18.91708530030669,r
fake-00069,78.34626961090632,-17.881257738673106,0.4045671068376371,19.116516469015416,r
fake-00070,211.79024942724297,-28.93987314000527,0.4227750673964561,18.904553752406574,r
fake-00071,114.13472807420564,-2.803205009990195,0.43188590207454336,19.016252006396957,r
fake-00072,12.981540339850932,8.07241589710783,0.4405570065585346,18.95200261639835,r
fake-00073,150.62401589646973,-9.402452257265534,0.45084705018149396,18.980412338375444,r
fake-00074,170.6877630324613,-4.777093709683373,0.45124964883677166,18.72965865265899,r
fake-00075,81.21343255351596,27.552556370674555,0.4513975177963021,19.093645524914116,r
fake-00076,206.08485592396164,15.117787294494931,0.454652697359715,18.963496779432095,r
fake-00077,203.67788415549154,2.451398216697074,0.4634152590548141,19.76925238923063,r
fake-00078,252.7207851997337,-12.927547493290486,0.4710992710459076,19.621125682273135,r
fake-00079,233.2614535924356,23.819807926379713,0.4936003651136839,19.30204724733981,r
fake-00080,234.87590034757136,-15.894172987160431,0.496149086032317,18.910645001746857,r
fake-00081,113.83709465665552,-10.479436168999376,0.5048108085830254,18.824456564163846,r
fake-00082,283.4755999149434,24.54388886537691,0.5241907173323734,19.709673763306824,r
fake-00083,197.6919780958846,1.772523317104342,0.5277655014036151,19.39904531432772,r
fake-00084,155.31055026476045,14.539076965078602,0.5296936931865112,19.48281905684554,r
fake-00085,225.36449313878055,5.444687649825967,0.5302107834580736,18.706221045085297,r
fake-00086,129.83664040209155,9.206352540569709,0.5322653433049422,19.649587789307187,r
fake-00087,184.58612805843296,-12.037002509110465,0.5323046377630055,19.484187219657237,r
fake-00088,265.2140478535993,-15.517676302400226,0.537662896604524,18.95764510961073,r
fake-00089,319.10503922053476,-10.650459169880085,0.5409259679330966,19.19406194314749,r
fake-00090,331.580591026269,-20.67350615499465,0.5447401875511085,19.466279100014585,r
fake-00091,181.3078530659157,22.458861917448445,0.5459592660957249,19.397080231211426,r
fake-00092,187.29904130660486,-13.005184004993156,0.5523737849019972,19.30125031672683,r
fake-00093,287.95334787498115,3.6893636648630768,0.5561097728906246,19.38162169888916,r
fake-00094,113.20224902791246,17.518465508482443,0.5596339039991509,19.343098252695007,r
fake-00095,301.45765044422467,17.029446562542812,0.5653979944351707,19.506533927844668,r
fake-00096,177.89099274627245,-3.6968244849484266,0.5687714154182114,19.980860525646122,r
fake-00097,41.70842076069662,-1.4245614847964605,0.5706044853103277,18.574383709845907,r
fake-00098,25.94129294625973,29.68210493610149,0.573452387257775,19.40046316582396,r
fake-00099,303.1175559742067,10.475848618741443,0.5760888622088611,19.554957676128566,r
fake-00100,20.004450086476044,18.878306587072963,0.5839410899620513,19.625798710111734,r
fake-00101,101.02011700811613,24.153238153153914,0.5891234136974108,19.411009452643384,r
fake-00102,120.2868145805565,17.255390173760354,0.5939413232818799,18.943847978227605,r
fake-00103,62.27800026897376,-18.889239302785946,0.5978490749009775,19.687624118546225,r
fake-00104,113.00161312871612,3.730244024254332,0.6062432823730026,20.207483833467066,r
fake-00105,267.3693240210308,-23.88635056112731,0.6229179837857403,19.12481228633064,r
fake-00106,5.285823681625477,9.175327593839903,0.6274414488598744,19.979715992795303,r
fake-00107,297.7824328274471,27.32096569126866,0.62960015894113,19.569857447900205,r
fake-00108,308.35728848684096,0.7639238580066787,0.668759486783015,19.795209974267486,r
fake-00109,134.01416634895733,-4.021650427933969,0.6693030108114687,19.449942695699125,r
fake-00110,55.30064366182853,-27.84943491491021,0.6699558965488434,19.703538471929846,r
fake-00111,216.3025468602291,27.58647133975322,0.6702744385758652,20.276657672539315,r
fake-00112,43.08212011136196,-23.819838952190473,0.6728682612861212,20.03405639332633,r
fake-00113,131.3709699881709,-27.535254401709185,0.6754565212870421,20.444875466751686,r
fake-00114,345.03450512435006,-15.236003309703692,0.6826309667126147,20.2739118586505,r
fake-00115,358.36721013010936,-26.068173964897056,0.6868020231839436,20.028921035600074,r
fake-00116,277.9577608876508,-2.6929294552942595,0.6903563823275297,20.497001856451543,r
fake-00117,111.94614357147583,0.965268075426744,0.6992712870408562,20.06860855794264,r
fake-00118,247.5594176997933,-11.245803058284965,0.70146275624347,20.211675507519416,r
fake-00119,253.94629157424458,-26.942371045506835,0.7050765830061553,19.829449062056497,r
fake-00120,139.62301025891392,-23.3039779050464,0.7092970408914773,19.96975517681343,r
fake-00121,230.71990845101737,-6.929737320604314,0.7131894348628859,19.714494678047178,r
fake-00122,3.8619521912434474,-26.36829295040783,0.7232655219098038,20.336085190788438,r
fake-00123,75.26075709680693,11.891383536594805,0.7564975204359073,19.67746022392296,r
fake-00124,189.031789068214,-17.57876750851128,0.7600362858114772,20.37412900262645,r
fake-00125,58.95046953298652,-11.87570587298169,0.7616806349552572,20.038415393463104,r
fake-00126,59.72647243555211,-6.3524533693141505,0.765314800800703,20.525737964158132,r
fake-00127,301.06954459808566,-5.003422015851127,0.7761994928959908,20.410269700056478,r
fake-00128,356.087880966098,-29.90035753951197,0.7833174558502357,20.805192039809295,r
fake-00129,200.14899409024142,-23.275777740078148,0.7947129352833631,20.456224831770975,r
fake-00130,302.0651031174168,21.765873824452683,0.7973769031696356,19.65777634915842,r
fake-00131,356.5157991574581,-29.92601624928551,0.7976806525250051,20.185414795960295,r
fake-00132,50.97451988475889,0.49004134877250527,0.8005331129895912,19.806689171805726,r
fake-00133,161.36842077156638,-0.6298796095675141,0.8011725193445182,20.03729332197187,r
fake-00134,141.32617770309116,-10.01435033936173,0.8053995245306612,20.75948675227579,r
fake-00135,28.817742112626608,-4.120378791213022,0.8070786536721872,20.458392127408118,r
